,file_name,image_frame,class_id,detection_score,filter_level,AS_seed_area,W_seed_width,L_seed_length,LWR_length_to_width_ratio,eccentricity,solidity,PL_perimeter_length,CS_seed circularity,"IS_intersection_of_length_and_width(y,x)","CG_center_of_gravity(y,x)",DS_distance_between_IS_andCG,roi
0,17-18FND_B669-1-011.tif.jpg,1,1,1.0,0,12973,68.85448507329646,240.63208855050274,3.49479178145544,0.9581877971493727,0.9782084150203589,553.906637611548,0.53134566683,"(1024.0, 1621.5)","(1019.4925614738303, 1623.2020349957604)",4.818083145192933,[ 984 1502 1057 1748]
1,17-18FND_B669-1-011.tif.jpg,1,1,1.0,0,11951,71.31622067973026,217.90489253396905,3.0554744833232967,0.9449269167780487,0.9743192564813306,524.6345596729059,0.5456326106576189,"(1910.0, 1634.5)","(1921.679357375952, 1645.4399631829972)",16.00281797561092,[1884 1518 1961 1749]
2,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,11987,63.09226505419872,244.04146525149724,3.8680092566316344,0.9660029825484493,0.965914585012087,567.7888886054567,0.4672470743409822,"(966.5, 246.5)","(968.4003503795778, 245.2530241094519)",2.2729453219930047,[ 850  198 1092  300]
3,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,9659,58.910757418361975,212.82148960510202,3.6126082727764657,0.9609251573804188,0.9734932473291675,499.2447327281724,0.48698439740597343,"(550.0, 1631.5)","(553.2149290816855, 1639.6173516927217)",8.730817115459434,[ 496 1527  604 1733]
4,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,10840,60.4810037608464,229.5114567939402,3.7947693080867664,0.9646537603688733,0.9708042271180369,529.3107499061546,0.48620309341643153,"(1989.0, 1162.0)","(1989.7437269372695, 1167.7109778597785)",5.759201148779262,[1900 1078 2078 1253]
5,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,10764,62.878570352816794,222.76863232840222,3.542838698119713,0.9593380819403937,0.9793467382403785,520.350288425444,0.4995649426977885,"(1030.0, 1006.0999755859375)","(1023.2441471571906, 996.7678372352285)",11.520866019118074,[ 989  887 1055 1120]
6,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,12457,64.12634152266718,250.64848253748679,3.9086664947023113,0.9667186813796881,0.9789390962671906,563.7228714274745,0.49259728928182017,"(1065.5, 1286.6851806640625)","(1065.610981777314, 1279.692622621819)",6.9934387056039355,[1033 1163 1100 1418]
7,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,13038,59.62449407209364,280.2465738519032,4.700192063903288,0.9771050849107276,0.9726947179946285,621.2792206135786,0.4244701785171522,"(2343.93310546875, 1182.674560546875)","(2354.0520785396534, 1186.6943549624175)",10.888175382170084,[2321 1042 2389 1329]
8,17-18FND_B669-1-011.tif.jpg,1,1,1.0,0,7275,69.08759840575858,150.83967842834446,2.1833104914495287,0.8889418572659196,0.956230283911672,391.7228714274745,0.5957787419066348,"(652.0, 1679.0)","(641.7756701030928, 1691.7066666666667)",16.309392987434236,[ 609 1608  698 1748]
9,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,14000,71.12601367406683,253.54281942765851,3.5646988539173883,0.9598456653352118,0.9663836543107613,598.1808075912434,0.49166913989297495,"(1130.5, 1585.0)","(1126.101642857143, 1582.0306428571428)",5.306847218260509,[1039 1470 1222 1693]
10,17-18FND_B669-1-011.tif.jpg,1,1,1.0,2,10545,51.302787340166766,262.98197108982174,5.1260756914843855,0.9807871335338686,0.9666330552754606,581.8549057834388,0.39140561121201306,"(1976.0, 704.5)","(1976.4823138928402, 699.7425320056899)",4.781854076413428,[1908  590 2047  821]
11,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,11397,61.42075116054684,238.7160721650155,3.886570379789705,0.9663325709238069,0.971611253196931,549.2274887854693,0.4747837882128631,"(1228.0, 1212.5)","(1225.2433096428886, 1217.167500219356)",5.420784078219672,[1119 1145 1336 1283]
12,17-18FND_B669-1-011.tif.jpg,1,1,1.0,3,12320,67.3567423403671,235.52645815955213,3.4967020371827036,0.9582344642067337,0.9709962168978562,551.8549057834388,0.5083592808018953,"(1625.0, 833.0)","(1630.8271103896104, 830.3632305194806)",6.3959181347250285,[1553  725 1698  938]
13,17-18FND_B669-1-011.tif.jpg,1,1,0.9999998807907104,3,13627,71.83245924374737,245.20648986786824,3.4135889603308014,0.9561287391998273,0.9737744747749035,597.1614716074871,0.4802048706270234,"(1218.5, 922.5)","(1222.2443677992221, 916.1463271446394)",7.374920268640059,[1087  875 1354  954]
14,17-18FND_B669-1-011.tif.jpg,1,1,0.9999998807907104,0,6227,47.824362059412984,172.0034439507061,3.5965653600778493,0.9605686142556907,0.9566753725610693,415.8061325481598,0.4525920793013678,"(2464.5, 1278.0)","(2467.046089609764, 1280.037738879075)",3.2611274185841657,[2432 1185 2499 1373]
15,17-18FND_B669-1-011.tif.jpg,1,1,0.9999998807907104,0,6190,62.43311314138759,134.15646962136375,2.1488031410118804,0.8851134331839083,0.9643246611621747,351.70562748477136,0.6288424895721165,"(2447.5, 1463.5)","(2450.2400646203555, 1457.4147011308562)",6.673740813855952,[2388 1408 2497 1522]
16,17-18FND_B669-1-011.tif.jpg,1,1,0.9999998807907104,2,10237,62.264273608990024,210.67224096627845,3.3835172042521116,0.9553271361934174,0.9737467896889566,495.4041122946064,0.5241593687486648,"(1602.5, 1558.5)","(1601.0893816547816, 1563.791540490378)",5.476334985843877,[1561 1452 1642 1666]
