,file_name,image_frame,class_id,detection_score,filter_level,AS_seed_area,W_seed_width,L_seed_length,LWR_length_to_width_ratio,eccentricity,solidity,PL_perimeter_length,CS_seed circularity,"IS_intersection_of_length_and_width(y,x)","CG_center_of_gravity(y,x)",DS_distance_between_IS_andCG,roi
0,17-18FND_E245-1-019.tif.jpg,1,1,1.0,0,12164,81.3687254914253,193.77960783695858,2.381499853495668,0.9075687821429551,0.9766358892011241,482.2741699796952,0.6572010838186098,"(583.5, 1666.0)","(590.4454949029924, 1672.262084840513)",9.351663274373996,[ 521 1580  653 1748]
1,17-18FND_E245-1-019.tif.jpg,1,1,1.0,0,6255,65.44848304929492,132.1607541266802,2.0193096611137418,0.8687683193515353,0.9617158671586716,357.4629867976521,0.615141487406713,"(2443.5, 1672.5)","(2452.827338129496, 1681.751239008793)",13.137148083955113,[2389 1619 2497 1729]
2,17-18FND_E245-1-019.tif.jpg,1,1,1.0,0,10522,73.27673804834804,190.23154036205608,2.59606998658348,0.9228341062543485,0.9602993520124121,477.4629867976521,0.5800009975943299,"(2407.0, 1239.5)","(2418.8044098080213, 1243.0523664702528)",12.327343527893023,[2317 1191 2496 1291]
3,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,15277,81.0021676048802,242.55393665809288,2.994412913012954,0.9425889197231522,0.9692297931734551,588.9188309203678,0.5535247699157737,"(1382.5931396484375, 1592.94091796875)","(1380.901616809583, 1589.24572887347)",4.0639478299116005,[1339 1467 1429 1726]
4,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,11464,67.0369709676083,220.38622465820043,3.287532558186276,0.9526147351317135,0.9736708000679464,522.048773235279,0.5285960120559502,"(1333.5, 757.5)","(1326.914166085136, 752.2643928820656)",8.413369732012127,[1289  646 1365  872]
5,17-18FND_E245-1-019.tif.jpg,1,1,1.0,0,14080,63.69941835970625,284.5957313739151,4.467791680087603,0.9746295282469388,0.9661040208590641,663.445742854949,0.4019774542519324,"(2452.0, 153.0)","(2452.156747159091, 152.91683238636364)",0.1774444246548549,[2405    5 2499  309]
6,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,11612,66.51379698725215,225.2263554971688,3.386159950248143,0.955398466377121,0.9716341728725629,537.889393668845,0.5043487277767092,"(1447.0, 1414.5)","(1443.7258870134344, 1411.012659317947)",4.783446548410342,[1401 1296 1486 1533]
7,17-18FND_E245-1-019.tif.jpg,1,1,1.0,0,10543,66.1060470322368,210.13427757286104,3.178745167902544,0.9492278005795851,0.9595012741172187,530.0731598529185,0.47152252244192083,"(2075.5, 1694.5)","(2076.4536659394857, 1697.6540832780045)",3.2951054685279213,[1963 1638 2187 1748]
8,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,12440,73.32012680714237,216.87513906611312,2.9579209489990483,0.9411190649013517,0.978756884343037,523.0609665440988,0.5713807705683936,"(1453.5, 725.5)","(1453.8745176848875, 723.4753215434083)",2.0590255823762735,[1408  619 1502  838]
9,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,11723,67.46626312393576,224.61331942143948,3.32926871922377,0.9538239401073639,0.9743184840425532,536.2569260369921,0.512274573331106,"(2131.0, 1200.5)","(2130.939947112514, 1193.4898916659558)",7.010365554258268,[2070 1096 2196 1315]
10,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,12633,70.92805358309998,229.19674678078528,3.231397665695932,0.9509112848159983,0.9673047473200612,555.6711395993652,0.5141391534352351,"(574.0, 1497.5)","(579.8419219504473, 1496.4192986622338)",5.9410409404890725,[ 512 1393  647 1610]
11,17-18FND_E245-1-019.tif.jpg,1,1,1.0,0,5872,55.354780077695295,144.7699304360342,2.6153103712603842,0.9240118656601687,0.964045312756526,360.16652224137044,0.5688388191890731,"(783.5, 1674.5)","(790.3300408719346, 1687.5100476839236)",14.693903465392141,[ 758 1600  819 1746]
12,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,13923,76.99276942666613,232.23062867050524,3.016265428556894,0.9434426358471701,0.9764359351988218,561.3696244092002,0.5551941334873046,"(1831.5, 1419.0)","(1836.6021690727573, 1416.119586296057)",5.859088013749599,[1754 1314 1911 1525]
13,17-18FND_E245-1-019.tif.jpg,1,1,1.0,1,8880,45.80141633192535,253.1586939144656,5.527311471763467,0.9834978554112144,0.9394837071519255,587.193000900063,0.32363917777281787,"(1798.5, 359.0)","(1795.1131756756756, 363.5972972972973)",5.71014198103448,[1696  265 1901  458]
14,17-18FND_E245-1-019.tif.jpg,1,1,1.0,3,13872,70.94189625787402,250.90175990889256,3.536721925177526,0.9591943163546999,0.9674314805774461,587.5117600329312,0.505028417101926,"(1177.0, 827.5)","(1183.6859861591695, 826.2118656286044)",6.808942728454739,[1108  716 1253  946]
15,17-18FND_E245-1-019.tif.jpg,1,1,1.0,1,10706,58.165899771265984,237.3897617521778,4.081253151514877,0.9695173213763242,0.9645045045045045,557.0681092190351,0.433531351177794,"(1365.5, 417.0)","(1368.7792826452458, 411.6907341677564)",6.240352421525535,[1260  340 1476  495]
16,17-18FND_E245-1-019.tif.jpg,1,1,0.9999998807907104,0,10811,83.35595074485634,171.51456192274662,2.0576162876209567,0.8739592187525146,0.9488327189748991,457.5462479183374,0.6489417786377303,"(2424.5, 870.0)","(2434.5166034594395, 878.3687910461567)",13.052547967270135,[2352  808 2499  942]
