,cultivar,Z1,Z2
1549,I304,-0.21579312,-0.21358353
1550,I304,-1.1856065,-0.68629736
1551,I304,-2.4057019,0.09027036
1552,I304,-1.2468268,-1.8885415
1553,I304,-0.6652475,-0.74008673
1554,I304,-0.5644815,-1.5454726
1555,I304,-0.036672775,-0.71924114
1556,I304,-0.66880506,-0.4772828
1557,I304,-0.36375862,0.9364161
1558,I304,-2.2591517,0.09292732
1559,I304,-1.3558576,-1.8858242
1560,I304,-1.3887926,-0.17757586
1561,I304,-1.7201248,-0.87770176
1562,I304,0.09892529,-0.6974331
1563,I304,-1.3988459,-1.8617495
1564,I304,-0.44889617,0.3892156
1565,I304,-2.0910125,0.94194895
1566,I304,-0.29231602,-0.47708172
1567,I304,-1.2616864,-1.8806446
1568,I304,-0.06920371,-1.3795991
1569,I304,-0.63006103,-2.8419478
1570,I304,-1.4872754,-2.447145
1571,I304,-2.1732745,-3.0276153
1572,I304,0.4108888,-1.3224131
1573,I304,-0.4981555,-0.53179646
1574,I304,-0.29159397,0.8171708
1575,I304,-1.3343548,-0.5375498
1576,I304,-0.60728383,-0.70047283
1577,I304,0.063321605,-2.2266881
1578,I304,-0.07770239,-0.26034924
1579,I304,0.3492042,-1.1609504
1580,I304,0.19450615,-1.3184632
1581,I304,-0.23646232,-0.39352864
1582,I304,-1.5133839,-1.8629668
1583,I304,-2.041149,0.47689846
1584,I304,0.5698656,-1.831671
1585,I304,-0.015040919,-0.8583496
1586,I304,-0.0658427,-0.23955885
1587,I304,0.26952976,-0.71265906
1588,I304,-0.7921196,-1.3134488
1589,I304,-1.1164768,-1.9655052
1590,I304,-0.9704409,-1.1603854
1591,I304,-0.90856826,-1.2224102
1592,I304,-1.0983857,-1.4431202
1593,I304,-1.0000011,-2.293864
1594,I304,-0.5131082,-2.1137192
1595,I304,-0.5456022,-1.784646
1596,I304,0.28637406,-1.0370234
1597,I304,0.1873796,-0.031549603
1598,I304,-2.534178,-2.2622433
1599,I304,-1.563709,0.005681009
1600,I304,-0.86919206,-0.6600338
1601,I304,-0.53752404,-0.5468265
1602,I304,-1.033525,-1.2566788
1603,I304,0.13128981,2.1779068
1604,I304,-1.4586095,-0.81345576
1605,I304,-0.8701062,-0.35941908
1606,I304,0.15969363,-0.0020779413
1607,I304,-1.492793,-0.38047433
1608,I304,0.028215136,-1.5212321
1609,I304,-1.4636712,0.10643186
1610,I304,-0.011647541,-1.0895007
1611,I304,-0.5389213,-0.46645948
1612,I304,0.2555688,-0.9812583
1613,I304,-0.18977492,-0.42500004
1614,I304,-0.28086963,0.5938254
1615,I304,-1.5406959,-1.3605026
1616,I304,-0.9900162,-3.0757663
1617,I304,0.29594287,-0.14340082
1618,I304,0.18535766,-0.8748114
1619,I304,-0.5230949,-0.4436595
1620,I304,0.23500928,-1.666093
1621,I304,-0.29948294,0.19296934
1622,I335,-0.42392218,-1.6923363
1623,I335,-0.38549227,-0.8902076
1624,I335,-0.4552765,-0.23455505
1625,I335,0.05288605,-1.0881902
1626,I335,-0.03047845,-0.7361421
1627,I335,-0.55010134,-0.66380316
1628,I335,-0.32297888,-1.5084785
1629,I335,-0.087467745,-0.86568695
1630,I335,-0.5224476,-0.65410674
1631,I335,0.0579191,-0.49286246
1632,I335,-0.36791542,-1.169922
1633,I335,-0.17910701,-1.1362474
1634,I335,-0.08756625,-1.1531916
1635,I335,-0.21432929,-0.5387538
1636,I335,-0.014449306,-1.4813079
1637,I335,-0.9444744,-1.3939718
1638,I335,-0.14548889,-0.4277334
1639,I335,0.17735651,-0.30201894
1640,I335,-0.40542465,-1.71449
1641,I335,-0.24934405,-1.1409072
1642,I335,-0.22839676,-1.2149477
1643,I335,-0.8263965,-1.562774
1644,I335,-0.57895744,-1.550858
1645,I335,0.044188414,-1.1619573
1646,I335,-0.24530262,-1.2253133
1647,I335,-0.1854074,-0.41003272
1648,I335,-0.20254652,-0.21324858
1649,I335,0.23374814,-0.6725804
1650,I335,-0.47692314,-0.6795851
1651,I335,-1.3252186,-1.220213
1652,I335,0.20002188,-1.2636997
1653,I335,-0.03683675,-1.8309257
1654,I335,-0.251231,-1.1783046
1655,I335,-0.31063145,0.09285638
1656,I335,-0.30309984,-1.2977897
1657,I335,-0.6668542,-1.3756826
1658,I335,-0.36080313,0.27466044
1659,I335,-0.03924733,-1.7381872
1660,I335,-0.26812327,-0.45225567
1661,I335,-0.53551245,-1.893812
1662,I335,-0.50945365,-0.6541786
1663,I335,-0.1580822,-1.2325578
1664,I335,-0.5068056,-0.7949546
1665,I335,-0.42109218,-0.7481885
1666,I335,-0.4122925,-1.5020819
1667,I335,-0.39094403,-0.9602317
1668,I335,-0.22786003,-0.5705629
1669,I335,-0.36929098,0.45702672
1670,I335,-0.319919,-0.8574976
1671,I335,0.0026561096,-0.22885968
1672,I335,-0.5030281,-0.14036675
1673,I335,-0.42956546,-0.59458494
1674,I335,-0.1834366,0.8560077
1675,I335,-0.009788893,0.0730964
1676,I335,-0.5219587,-0.4807441
1677,I335,-0.2874508,-1.1648206
1678,I335,-0.012436022,0.275424
1679,I335,-0.38261396,-1.1339068
1680,I335,-0.5800846,-1.0342097
1681,I335,-0.1956831,-1.6993549
1682,I335,0.2554893,-0.16351458
1683,I335,-0.25917545,-0.24142475
1684,I335,-0.5550759,-1.4971526
1685,I335,-0.38428247,-0.55311227
1686,I335,-0.2566261,-0.44116423
1687,I335,-0.71512413,-1.1096333
1688,I335,-0.1588019,-1.4452921
1689,I335,-0.19019835,-0.67640847
1690,I335,-1.0881096,-1.3009865
1691,I335,-0.3634392,-1.2060695
1692,I335,-0.20517379,-0.34788948
1693,I335,-0.535809,-1.0501714
1694,I335,-0.5065559,-0.57815737
1695,I335,-0.28690088,-1.4860605
1696,I335,-0.082313776,-0.4042425
1697,I335,-0.20393132,-1.1395167
1698,I335,-0.07882931,-0.3715148
1699,I335,-0.006445754,-1.7551
1700,I335,-0.22199222,-1.0929084
1701,I335,-0.34453893,-1.0732063
1702,I335,-0.10300725,-1.4159297
1703,I335,0.02825151,-0.1056908
1704,I335,-0.656573,-1.0210994
1705,I335,-0.445196,-0.5737561
1706,I335,-0.3629663,-1.3627951
1707,I335,0.08210566,-1.2997015
1708,I335,-0.5138352,-1.5325178
1709,I335,-0.5614528,-1.3945769
1710,I335,-0.40367857,-0.37166083
1711,I335,-0.39896032,-0.6154662
1712,I335,-0.2819776,-0.0650469
1713,I335,-0.41750234,-1.1676953
1714,I335,-0.18870264,0.40528992
1715,I335,-0.30720657,0.20469859
1716,I335,-0.2586531,-0.5032831
1717,I335,-0.55890924,-1.6250337
1718,I335,-0.098328985,1.8751493
1719,I335,-0.29371846,-1.2137752
1720,I335,-0.3036007,-1.0232472
1721,I335,-0.47465596,-0.6757313
1722,I335,-0.13269149,-0.74737924
1723,I335,-0.28831685,-0.71256846
1724,I335,-0.1654726,-1.6923864
1725,I335,-0.12822923,-0.73675805
1726,I335,-0.46194026,-0.49357215
1727,I335,-0.37353623,-1.2222644
1728,I335,-0.52806383,-1.268672
1729,I335,-0.18906036,-0.9235611
1730,I335,-0.10894571,-1.7964305
1731,I335,-0.35557532,-1.6123542
1732,I335,-0.40024185,-1.1575859
1733,I335,-0.5988004,-0.16520526
1734,I335,-0.51816744,-1.5284677
1735,I335,-0.22152387,-0.8115509
1736,I335,-0.18387923,-1.115256
1737,I335,-0.41388038,-2.0477498
1738,I335,-0.22604753,-1.106449
1739,I335,-0.2569918,-0.030533282
1740,I335,-0.48459074,-0.81121796
1741,I335,0.053836964,0.036144316
1742,I335,-0.3616411,-0.9159909
1743,I335,-0.35986066,-0.8069899
1744,I335,0.091984816,-0.7072366
1745,I335,-0.13819033,-1.2324669
1746,I335,-0.16781476,-1.0842336
1747,I335,-0.35901263,-1.3253845
1748,I335,-0.48110935,-1.556687
1749,I335,-1.0642654,-1.817679
1750,I335,-0.23857161,-0.77542573
1751,I335,-0.33413792,-0.7150925
1752,I335,-0.20591019,-0.77495307
1753,I335,-0.72116435,-1.6878688
1754,I335,-0.271013,0.059588287
1755,I335,-0.33483,-1.0896746
1756,I335,-0.31596252,-1.1369828
1757,I335,-0.0468558,-0.59939873
1758,I335,0.070338376,-0.3472031
1759,I335,0.11953726,2.188662
1760,I335,-0.29307055,-0.8588895
1761,I335,-0.18430069,-1.3869976
1762,I335,-0.034437276,-0.5903722
1763,I335,-0.9375511,-1.0954089
1764,I335,-0.5000741,-1.0056549
1765,I335,-0.50814635,-0.23184775
1766,I335,-0.1550349,-1.2088155
1767,I335,-0.14558756,-1.5637676
1768,I335,-0.23401487,-0.8612652
1769,I335,0.08949556,0.20300052
1770,I335,-0.18340273,0.6861028
1771,I335,-0.055038963,-2.227748
1772,I335,-1.0270851,-1.7504704
1773,I335,-0.5083899,-0.8035639
1774,I335,-0.8130697,-0.86899483
1775,I335,0.013858308,-0.119714685
1776,I335,-0.08762274,-0.65470797
1777,I335,-0.3349143,-1.8495635
1778,I335,-0.2560188,-0.038613804
1779,I335,-0.033679053,0.00925448
1780,I335,-0.6212153,-1.5085864
1781,I335,-0.22114795,-0.3649814
1782,I335,-0.4441008,-0.88184226
1783,I335,-0.25067315,-1.0626873
1784,I335,-0.3118646,-1.0994524
1785,I335,-0.21421318,-0.40504616
1786,I335,-0.38438058,-0.77589124
1787,I335,-1.1013895,-1.778443
1788,I335,-0.040963206,-0.3768788
1789,I335,-0.31910098,-0.66237295
1790,I335,-0.012488857,0.07977625
1791,I335,-0.06521773,-1.3514073
1792,I335,-0.19350463,-0.7740734
1793,I335,-0.46976325,-0.29609463
1794,I335,-0.23127292,-0.4815237
1795,I335,-0.2820234,-1.3918273
1796,I335,-0.44274053,-0.960564
1797,I335,-0.4577045,-1.332651
1798,I335,-0.15318672,-0.65320605
1799,I335,-1.18282,-1.4577789
1800,I335,-1.1469401,-1.5527718
1801,I335,-0.2016009,-1.2018968
1802,I335,-0.2490654,-0.6242676
1803,I335,-0.22356834,-0.98836124
1804,I335,-0.30740735,-1.1395642
1805,I335,-0.46449083,-0.392662
1806,I335,-0.35760528,-0.42230436
1807,I335,-0.3318144,0.9117301
1808,I335,-0.55859065,-1.243741
1809,I335,-0.06288935,-1.2821676
1810,I335,-0.10168534,-1.0971968
1811,I335,-0.3405162,-0.7178025
1812,I335,-0.08137819,-1.1326476
1813,I335,-0.34746403,-0.6615624
1814,I335,-0.18297444,-0.6508171
1815,I335,-0.33278325,-0.66082126
1816,I335,-0.16580196,-0.24972492
1817,I335,-0.11729028,-0.98727876
1818,I335,-0.90903443,-0.6532989
1819,I335,-0.013419306,-1.0117999
1820,I335,0.13097684,-0.20406006
1821,I335,-0.26971638,-0.29071447
1822,I335,0.1495166,-0.8881354
1823,I335,-0.19686699,-1.4206685
1824,I335,-0.38573372,-1.3320625
1825,I335,-0.80942106,-1.3379519
1826,I335,-0.83809614,-2.3338342
1827,I335,-0.14436127,-1.1763781
1828,I335,-0.9826308,-1.5241367
1829,I335,-0.13469972,0.73717636
1830,I335,-0.47013986,-0.83183414
1831,I335,-0.4370985,-0.9250248
1832,I335,-0.4942139,-0.88246757
1833,I335,-0.22632457,-0.8937735
1834,I335,-0.42046916,-1.036837
1835,I335,-0.23804282,-1.4210136
1836,I335,-0.11371791,-1.3925775
1837,I335,-0.15963075,-1.1065047
1838,I335,-0.024361871,-0.83717823
1839,I335,-0.26942807,-1.2042964
1840,I335,-0.28730294,-0.41605884
1841,I335,-0.15428612,-1.9478611
1842,I335,-0.4085642,-1.8184454
1843,I335,-0.44595855,-0.8979266
1844,I335,-0.11741691,-1.7543108
1845,I622,-0.44510892,-0.53393257
1846,I622,-1.4424165,1.2374008
1847,I622,-0.86937743,-0.60622495
1848,I622,-0.57095414,0.25359267
1849,I622,-1.406421,-0.4544327
1850,I622,-1.7584397,3.66364
1851,I622,-0.85457015,-0.86280966
1852,I622,-0.28352758,0.7196474
1853,I622,-0.60164744,0.23780105
1854,I622,-0.400793,1.094811
1855,I622,-0.15756741,0.98392606
1856,I622,-0.66197234,0.41386473
1857,I622,-1.0674531,-0.5864137
1858,I622,-0.91595316,0.42469472
1859,I622,-0.57207984,1.0403993
1860,I622,-1.5289041,2.714133
1861,I622,-3.1672027,3.8097074
1862,I622,-1.1165179,-0.072673626
1863,I622,-1.4642284,2.0931997
1864,I622,-0.972497,0.024111932
1865,I622,-1.6733031,-0.61070216
1866,I622,-0.683369,-0.01912447
1867,I622,-0.96114993,2.2660124
1868,I622,-0.88168806,1.0012696
1869,I622,-0.7444108,0.025775552
1870,I622,-1.2176831,-0.3099803
1871,I622,-0.88954914,-0.5729471
1872,I622,-0.61418086,0.43933278
1873,I622,-0.3242498,0.47052863
1874,I622,-0.31940603,-1.4712477
1875,I622,-2.1228216,1.1913245
1876,I622,0.08612614,-0.45308894
1877,I622,-0.5599071,0.9771377
1878,I622,-2.0540257,2.9080522
1879,I622,-0.87852806,-0.20652719
1880,I622,-1.9168053,1.2150989
1881,I622,-0.576126,0.8718559
1882,I622,-1.3580751,-0.82677
1883,I622,-0.32092646,1.0876011
1884,I622,-2.2998173,3.3191376
1885,I622,-0.3400424,1.448608
1886,I622,-1.7333932,0.43279058
1887,I622,-0.37873963,1.161331
1888,I622,-0.38085467,0.71383685
1889,I622,-0.51722187,0.23060514
1890,I622,-0.7120675,0.16635817
1891,I622,-1.2018638,0.17168927
1892,I622,-1.1423206,-0.45459157
1893,I622,-1.0891101,-0.1596577
1894,I622,-1.266951,-1.1620163
1895,I622,-0.6699313,1.4430892
1896,I622,-1.1307642,-0.44766864
1897,I622,-0.25901464,0.9418115
1898,I622,-0.39901686,0.12953383
1899,I622,-0.7131659,0.87406623
1900,I622,-1.30571,-0.31832525
1901,I622,-1.8822317,-0.029433446
1902,I622,-0.1040236,1.1977146
1903,I622,-0.20823848,0.03610581
1904,I622,-0.6917739,0.68202215
1905,I622,-0.5659462,-0.1669199
1906,I622,-0.80655783,0.2604593
1907,I622,0.30106926,1.5976338
1908,I622,-2.687901,3.2976298
1909,I622,-0.5032196,0.97536707
1910,I622,-0.41408223,1.0223995
1911,I622,-1.0561292,0.25965863
1912,I622,-0.7597856,-1.316996
1913,I622,-1.9264623,3.1841176
1914,I622,-0.6676317,-0.42352286
1915,I622,-2.2126448,2.840566
1916,I622,-1.3307577,-0.2887129
1917,I622,-0.8062489,-0.13689357
1918,I622,-1.7804697,-1.1430054
1919,I622,-0.06683422,1.3518678
1920,I622,-0.1280336,0.31232205
1921,I622,0.04423772,-0.62789553
1922,I622,-2.2145653,1.9386873
1923,I622,-1.3451792,0.6155818
1924,I622,0.069560215,1.0464153
1925,I622,-0.20432279,0.35140777
1926,I622,-1.5272075,1.4610019
1927,I622,-0.6818267,-0.29479027
1928,I622,-0.13016406,-0.6623836
1929,I622,-1.1553787,-0.9020286
1930,I622,-1.009944,-0.6386673
1931,I622,-0.48571613,0.9733568
1932,I622,-1.6110779,-1.4149745
1933,I622,-0.2461294,1.5745555
1934,I622,1.3527668,2.176998
1935,I622,-1.3286886,-0.24071716
1936,I622,-0.2519245,0.29829815
1937,I622,-1.360936,-0.41664925
1938,I622,-0.53400135,-0.5294234
1939,I622,-0.5358306,-0.018125199
1940,I622,-0.6884589,-0.49884772
1941,I622,-0.3641461,1.0522543
1942,I622,-1.8033937,-1.1239661
1943,I622,-2.0395534,1.3208492
1944,I622,-0.8212877,-1.269844
1945,I622,-0.9027891,1.0883539
1946,I622,-0.24937488,2.0122726
1947,I622,-0.36513352,1.7527767
1948,I622,-0.6623427,0.5595599
1949,I622,0.64710444,1.7032117
1950,I622,-0.3946209,0.6177127
1951,I622,-2.045924,1.0649053
1952,I622,-1.0573977,-0.8015042
1953,I622,-1.1334589,-0.22923991
1954,I622,-1.0273944,-0.11573351
1955,I622,-0.84768087,0.21216086
1956,I622,-1.3180155,-0.6114386
1957,I622,-1.0291487,-1.1501632
1958,I622,-0.53587675,0.21171398
1959,I622,-0.76741755,-0.046247065
1960,I622,-0.3294374,0.5096007
1961,I622,-2.8538992,1.2382027
1962,I622,-0.7984806,-0.7695634
1963,I622,-0.85224,-0.13906558
1964,I622,-1.0957338,-0.9170814
1965,I622,-0.45838684,-0.44649062
1966,I622,-1.4546436,1.6508014
1967,I622,-0.9718267,-0.35416886
1968,I622,-0.8840163,2.2687862
1969,I622,-0.70277613,2.1007645
1970,I622,-0.660131,1.6072135
1971,I622,-1.2652208,-0.7267454
1972,I622,-0.5320825,0.5279564
1973,I622,-0.613078,0.25648293
1974,I622,-0.5105173,1.7456309
1975,I622,-0.83831906,1.8563937
1976,I622,-0.4350634,0.1472235
1977,I622,-2.171746,2.837693
1978,I622,-1.6377232,0.5416273
1979,I622,-2.019663,1.6248145
1980,I622,-0.3543319,1.8818756
1981,I622,-0.41847172,1.0555906
1982,I622,-1.2472697,-0.3880627
1983,I622,-2.0540617,0.61797345
1984,I622,-1.217929,-0.35666528
1985,I622,-0.42336,0.61646837
1986,I622,-1.4761437,-0.70528007
1987,I622,-2.3694193,1.8500392
1988,I622,0.0645,1.5314268
1989,I622,-1.2857947,0.1391189
1990,I622,-1.4356488,-0.8571476
1991,I622,-0.60760874,1.6898577
1992,I622,-0.41678572,2.0453038
1993,I622,-0.18324187,1.8154737
1994,I622,-0.70890254,-0.27781773
1995,I622,0.5921912,1.9566747
1996,I622,-0.124014325,2.395336
1997,I622,0.0070599895,1.1556793
1998,I622,-1.0534697,-1.0097568
1999,I622,-1.3407805,-1.2171369
2000,I622,0.0725202,1.8342631
2001,I622,-1.4767534,-2.1731927
2002,I622,-1.4591709,-0.5220096
2003,I622,0.23238972,1.2985566
2004,I622,-0.51265115,1.2024673
2005,I622,-0.4793768,0.86571056
2006,I622,-1.1530635,1.4770559
2007,I622,-1.3272431,-0.12400717
2008,I622,-1.0969191,-0.68955004
2009,I622,-0.40113252,-0.48480773
2010,I622,-0.16907717,0.73206615
2011,I622,-0.60653216,0.16497391
2012,I622,-0.5567253,2.3659532
2013,I622,-1.3219882,0.5876093
2014,I622,-0.3637391,2.1020792
2015,I622,-0.97343373,-0.7442199
2016,I622,-0.3955395,1.6987123
2017,I622,-0.4729618,0.5716896
2018,I622,-0.19519848,1.7424791
2019,I622,-1.3618071,1.458912
2020,I622,-0.81071585,-0.46930078
2021,I622,-0.6081943,-0.3103093
2022,I622,-0.7678869,-0.7774633
2023,I622,-0.0864499,1.151341
2024,I622,-1.1414372,0.019149698
2025,I622,-1.3486204,0.42475826
2026,I622,-0.8305049,-1.0187196
2027,I622,-2.1261544,-0.652882
2028,I622,-0.8374088,-0.84304893
2029,I622,-1.5198466,-0.8098915
2030,I622,-1.4052016,2.9213896
2031,I622,-1.3697537,-0.50600827
2032,I622,-0.8649675,-0.32367444
2033,I622,-0.92373604,-1.0519328
2034,I622,-0.9723558,0.2632603
2035,I622,0.45966786,1.3063859
2036,I622,-2.2614734,3.4791002
2037,I622,-0.5455898,-0.07399199
2038,I622,-1.0897288,0.3438587
2039,I622,-0.5523165,-0.00167026
2040,I622,-0.41404253,1.7882335
2041,I622,-0.2109523,1.0626305
2042,I622,-1.983758,2.859756
2043,I622,-0.99322104,-1.0469499
2044,I622,-0.785156,2.0189824
2045,I622,0.39749146,1.1747729
2046,I622,-1.5378184,-0.18552192
2047,I622,-0.9887592,-0.36802298
2048,I622,-1.4537631,-1.2688255
2049,I622,-0.22148621,0.38424024
2050,I622,-1.5706068,0.012496373
2051,I622,-1.0021622,1.8471893
2052,I622,-0.7787041,0.2867455
2053,I622,0.42629915,1.8569694
2054,I622,-1.0367455,0.2689982
2055,I622,-1.6789372,2.634842
2056,I622,-1.9462894,-1.044009
2057,I622,-0.740876,0.35758433
2058,I622,-3.140548,1.0193675
2059,I622,-0.3197392,1.6401702
2060,I622,-0.37430558,0.69019437
2061,I622,-0.44340274,1.594297
2062,I622,-0.26723027,1.0993394
2063,I622,0.0675754,1.6892456
2064,I622,-0.30133602,0.99758965
2065,I622,0.16969116,0.6273643
2066,I622,-0.56767446,1.2148565
2067,I622,-0.50607705,0.2762586
2068,I622,0.40088618,1.7452233
2069,I622,1.0079446,2.0744405
2070,I622,0.85179424,1.2150868
2071,I622,1.1353483,1.0376222
2072,I622,0.48942798,2.002613
2073,I622,-0.98061806,-0.803496
2074,I622,-0.55075467,0.56083035
2075,I622,-0.73002714,0.10032933
2076,I622,-0.9838344,0.3496091
2077,I622,-0.31117705,0.25125685
2078,I622,-0.5692148,0.40361345
2079,I622,-0.30493605,0.045929138
2080,I622,-1.0739918,2.4167974
2081,I622,-0.5172325,-0.038947426
2082,I622,-0.7807056,0.4083661
2083,I622,-0.37514699,1.0610113
2084,I622,-0.4055576,0.46984804
2085,I622,-0.38077885,0.23628871
2086,I622,-0.79531056,2.0596745
2087,I622,-1.988215,1.0802324
2088,I622,-1.4671133,-0.6195893
2089,I622,-1.4786271,-0.96241295
2090,I626,-0.3190723,0.92497236
2091,I626,-0.22809787,-1.6917907
2092,I626,-0.6603377,-0.2790255
2093,I626,-1.1095018,-2.375207
2094,I626,-0.34918028,-0.84267175
2095,I626,-0.0085440185,-1.0184711
2096,I626,-0.85622627,-1.5588104
2097,I626,-0.9605381,-1.3645606
2098,I626,-0.13090901,2.0476913
2099,I626,-1.4474498,-3.0491803
2100,I626,-0.12270518,-1.4713461
2101,I626,-0.71480966,-0.9552991
2102,I626,-0.6351508,-1.5552686
2103,I626,-0.27544865,0.18219475
2104,I626,-0.5083104,-0.80806017
2105,I626,-0.39230752,-1.1107991
2106,I626,-1.2173207,-1.1565793
2107,I626,-0.6520738,-1.3000582
2108,I626,-1.0803338,-1.2480663
2109,I626,-0.25571942,-1.0675668
2110,I626,-0.28431913,-1.490137
2111,I626,-0.4039061,-0.7652514
2112,I626,-0.14139722,0.9882152
2113,I626,-1.3280776,-1.9640795
2114,I626,-0.32643023,1.8962928
2115,I626,-0.6056483,-0.83952796
2116,I626,-0.25169137,-0.55968654
2117,I626,-1.1692203,-1.4183221
2118,I626,-0.43780112,-1.578786
2119,I626,-0.63354564,-1.0019687
2120,I626,-0.26255774,-1.1892173
2121,I626,-0.50773436,-0.7047123
2122,I626,-0.60281116,-0.7706988
2123,I626,-0.763823,-0.5255723
2124,I626,-0.55429286,-1.0508378
2125,I626,-0.05777306,0.11191815
2126,I626,-0.20334782,-0.45132202
2127,I626,-0.1428336,-1.3865638
2128,I626,-0.14151578,-0.6295191
2129,I626,-0.12759238,-1.5752772
2130,I626,-0.8330066,-1.3834103
2131,I626,-1.084015,-1.4427159
2132,I626,-0.50187063,-1.1423934
2133,I626,-0.4408733,-0.7764161
2134,I626,-0.61863756,-1.586314
2135,I626,-0.38734347,-1.7976053
2136,I626,-0.39874697,-2.466063
2137,I626,-0.22788231,-1.5896215
2138,I626,-0.29474062,-1.7994204
2139,I626,-0.18984094,-0.49845988
2140,I626,-0.74533075,-1.5069622
2141,I626,-1.2113545,-1.161675
2142,I626,-0.46929517,-0.48309976
2143,I626,-2.0287175,-2.2906296
2144,I626,-0.09143111,-0.50563544
2145,I626,-1.0730677,-1.7859724
2146,I626,-1.3385988,-0.6529396
2147,I626,-0.5849785,-0.6251954
2148,I626,-0.172913,-0.39657596
2149,I626,-0.3702306,-0.51512146
2150,I626,-1.225487,-1.7408671
2151,I626,-0.77143663,-1.7528918
2152,I626,-0.5925683,-0.06650645
2153,I626,-1.1039613,-1.5417416
2154,I626,-0.4023705,-0.99189985
2155,I626,-1.5430126,-1.7665886
2156,I626,-0.34569848,-0.7344575
2157,I626,-0.55440235,-1.1709187
2158,I626,-0.50535595,-1.4744517
2159,I626,-0.43584922,-1.8125485
2160,I626,-0.420884,-1.8454134
2161,I626,-0.7864559,-1.6151482
2162,I626,-1.3734816,-0.9757937
2163,I626,-0.78256327,-1.346397
2164,I626,-0.2134811,-0.8256681
2165,I626,-0.77814776,-2.566464
2166,I626,-1.6025939,-1.9631011
2167,I626,-0.38634735,-1.3605182
2168,I626,-0.7056145,-1.5360386
2169,I626,-0.67003334,-0.72295475
2170,I626,-0.34233758,-0.5627558
2171,I626,-0.21072239,-0.10954925
2172,I626,-0.5222977,-0.034689575
2173,I626,-1.3151314,-0.9125669
2174,I626,-1.1016924,-1.1632209
2175,I626,-0.27527797,-1.5534644
2176,I626,-0.5869305,-1.3093319
2177,I626,-0.45155162,-0.5932478
2178,I626,-0.69279957,-1.6203399
2179,I626,-0.90679663,-2.1780064
2180,I626,-0.16433214,-2.0275588
2181,I626,-1.3937095,-1.8050244
2182,I626,-0.74331766,-0.38441047
2183,I626,-0.6994915,-0.8241931
2184,I626,-0.68190706,-1.0071971
2185,I626,-0.44808173,-1.4448904
2186,I626,-1.7382317,0.3808898
2187,I626,-0.40179852,-0.38714063
2188,I626,-0.45129898,-1.6258795
2189,I626,-0.33203456,-0.99912316
2190,I626,-0.14860503,-0.017079141
2191,I626,-0.4598143,-0.7989453
2192,I626,-0.38234115,-0.6862717
2193,I626,-1.000019,-1.3404988
2194,I626,-0.5294729,-1.3220849
2195,I626,-0.26004127,0.43792552
2196,I626,-0.6430208,-0.4913049
2197,I626,-0.4419955,-0.2801102
2198,I626,-0.058915198,-0.8695305
2199,I626,-0.30915833,-1.0195754
2200,I626,-0.9756774,-1.8162336
2201,I626,-1.2736688,-0.4473222
2202,I626,-0.2619518,-0.8197418
2203,I626,-0.63358945,2.0406406
2204,I626,-1.2261713,-1.112929
2205,I626,-1.1190789,-1.4074539
2206,I626,-0.4636142,-0.3509474
2207,I626,-0.6149986,-1.3437213
2208,I626,-0.857954,-1.8144608
2209,I626,-1.2497809,-1.0041753
2210,I626,-0.59062326,-1.0493952
2211,I626,-0.46557286,-1.435965
2212,I626,-0.5238884,-1.0445814
2213,I626,-1.1210454,-2.0617154
2214,I626,-0.35356194,-1.5957197
2215,I626,-0.10915288,-0.45281073
2216,I626,-1.2181115,-1.7114166
2217,I626,-0.05574812,-1.4401305
2218,I626,-0.22861907,-0.7013303
2219,I626,-0.30631518,-0.35493883
2220,I626,-0.16315386,-1.2876861
2221,I626,-0.17774548,-0.7705679
2222,I626,-0.4773871,-1.8295156
2223,I626,-0.72424227,-2.4600503
2224,I626,-0.47715923,-1.1249218
2225,I626,-0.38913667,-1.6871065
2226,I626,-0.39928925,-0.54073906
2227,I626,-0.57664764,-0.9818073
2228,I626,-0.39147812,0.030338997
2229,I626,-0.7254274,-1.5359327
2230,I626,-0.5056204,-1.1178049
2231,I626,-0.46671134,-1.5874354
2232,I626,-0.54484475,-0.87469965
2233,I626,-0.5386415,-1.8611794
2234,I626,-0.49511403,-1.3094409
2235,I626,-0.403817,-1.8296698
2236,I626,-1.2398865,-1.9088104
2237,I626,-0.446887,-0.88523924
2238,I626,0.13632204,-1.2801113
2239,I626,-1.1005836,-1.2941302
2240,I626,-1.1322557,-2.0861714
2241,I626,-0.64813936,-1.2448934
2242,I626,-0.117930725,-0.97731274
2243,I626,-0.14177325,0.42837495
2244,I626,-0.2825643,-1.0637147
2245,I626,-0.53938144,-1.0172338
2246,I626,-1.4311513,-1.6135454
2247,I626,-0.56364036,-0.3490389
2248,I626,-0.11255954,-0.19915359
2249,I626,-0.0007851771,-0.95727485
2250,I626,-0.8820949,1.5633438
2251,I626,-0.2851726,-0.4893541
2252,I626,-1.0679523,-1.0892955
2253,I626,-1.1048608,-2.0258029
2254,I626,-0.4584846,-0.25018957
2255,I626,-0.4827103,-1.1671667
2256,I626,-0.38023043,-1.1209346
2257,I626,-1.2384474,-2.3698235
2258,I626,-1.549181,-0.8505041
2259,J064,-0.31457165,0.45100862
2260,J064,-0.63827276,1.5131813
2261,J064,-0.46557918,1.4870334
2262,J064,-0.38945276,-0.8517369
2263,J064,-0.42114112,0.5726957
2264,J064,-0.2941551,-0.71706164
2265,J064,-0.87005746,-1.30912
