,cultivar,Z1,Z2
797,C346,1.58908,0.54039454
798,C346,1.2935396,0.69448775
799,C346,1.9504224,0.84673464
800,C346,1.5204759,0.034195893
801,C346,1.6787028,1.0489957
802,C346,1.4695283,0.48012537
803,C346,2.4597743,0.40771452
804,C346,2.7150114,-0.85358775
805,C346,1.501648,-0.037343755
806,C346,2.6708076,-0.043561466
807,C346,2.1325037,0.10253215
808,C346,2.382399,-0.022426423
809,C346,0.9145046,0.81098664
810,C346,0.65092254,0.9778559
811,C346,1.38113,0.77733326
812,C346,1.1009262,0.78661746
813,C346,1.6609485,0.750209
814,C346,1.3917869,0.6152537
815,C346,0.5469165,0.8364493
816,C346,1.5436866,0.56036824
817,C346,1.2311871,0.69824487
818,C346,2.0828931,1.0779297
819,C346,1.6160012,0.0903844
820,C346,2.139459,-0.12210038
821,C346,0.4931509,0.9568794
822,C346,1.2149434,0.7263509
823,C346,2.4264824,-0.27629343
824,C346,1.7226105,0.47936463
825,C346,1.1686097,0.3778157
826,C346,1.8140699,0.40223852
827,C346,0.70100915,0.8027754
828,C346,2.117524,0.35796908
829,C346,1.8789258,1.1102929
830,C346,2.3765516,-0.10257394
831,C346,2.6171043,0.32511464
832,C346,2.7444582,0.47230673
833,C346,1.824412,0.45667788
834,C346,1.7144068,0.17769499
835,C346,2.5514436,0.21187446
836,C346,2.4217205,0.14350177
837,C346,2.1793833,1.0344602
838,C346,2.0259492,0.7100411
839,C346,1.712472,1.0655003
840,C346,3.4173908,0.14038661
841,C346,2.0627856,0.47330526
842,C346,1.3394928,0.6924385
843,C346,2.1655695,0.5420257
844,C346,2.6634092,0.30479673
845,C346,2.189402,0.07391533
846,C346,1.9619935,0.69203275
847,C346,1.1924928,0.5785711
848,C346,2.8055453,-1.2985911
849,C346,2.0188417,0.44346955
850,C346,2.2847373,-0.6690397
851,C346,1.6155225,0.014006279
852,C346,2.5958567,-0.671326
853,C346,2.3374019,-1.0656092
854,C346,0.9664522,0.7277376
855,C346,1.427147,0.14732277
856,C346,1.3391038,0.46574712
857,C346,2.2999432,0.5925353
858,C346,1.7188727,0.3621183
859,C346,1.2353776,0.69395226
860,C346,1.6760342,0.33999318
861,C346,2.201772,0.6424499
862,C346,1.4201739,0.6175178
863,C346,0.9711315,0.80860656
864,C346,4.077316,-0.90776855
865,C346,1.911467,0.5004518
866,C346,1.5408309,0.22539386
867,C346,1.944988,0.9984471
868,C346,0.86725,0.7882046
869,C346,2.019579,0.4911515
870,C346,2.0827267,0.5114525
871,C346,0.7981185,0.82945085
872,C346,1.7857668,0.8139854
873,C346,1.346133,0.065209396
874,C346,0.79042685,0.932913
875,C346,1.8492361,0.24055913
876,C346,1.2433524,0.98672116
877,C346,2.217171,0.1245927
878,C346,2.0891552,0.6300719
879,C346,1.7062186,-0.43368214
880,C346,0.711746,0.848436
881,C346,1.5192258,0.4396114
882,C346,1.4043338,0.07340681
883,C346,2.1075454,0.037290454
884,C346,1.826065,1.1181053
885,C346,3.1854558,0.33572343
886,C346,1.6187671,0.44501385
887,C346,2.1514072,-0.26429358
888,C346,2.3340728,-0.27116475
889,C346,1.3921635,0.46417135
890,C346,2.2479396,-0.05308042
891,C346,2.920401,0.11233366
892,C346,2.1713037,-0.2431018
893,C346,2.2958794,-0.8717914
894,C346,2.688658,0.3151527
895,C346,2.0939655,-0.56721485
896,C346,1.1746181,0.6054486
897,C346,1.4040931,0.84358346
898,C346,1.7897257,0.5740462
899,C346,1.6721891,0.25513464
900,C346,2.4060397,0.024553377
901,C346,4.134812,-0.8797406
902,C346,2.1540542,-0.58895683
903,C346,1.4104575,0.6782009
904,C346,1.3621848,0.122317985
905,C656,1.0495509,0.57871085
906,C656,1.0561047,0.8592491
907,C656,0.76680636,0.8578464
908,C656,0.97808194,0.76791835
909,C656,1.391941,0.84578454
910,C656,2.155622,0.39585367
911,C656,1.0811597,0.7051728
912,C656,1.9278884,-0.021048047
913,C656,1.552827,0.23519711
914,C656,0.6933606,0.7587037
915,C656,1.86883,0.4948185
916,C656,1.8257493,0.25060505
917,C656,1.7970359,0.32453987
918,C656,1.8106539,0.57792044
919,C656,1.5238633,1.2087585
920,C656,1.6745906,0.3690377
921,C656,2.7421494,0.5290075
922,C656,2.0818305,0.23243529
923,C656,2.50576,0.38904873
924,C656,2.4431992,0.29417822
925,C656,2.4835858,0.72005135
926,C656,3.2218373,0.003827097
927,C656,3.228884,-0.24002498
928,C656,1.9316995,0.17252654
929,C656,1.7331036,0.14772859
930,C656,2.4271088,0.33378357
931,C656,2.413969,-0.29159892
932,C656,1.0328825,0.8019484
933,C656,0.8328522,0.8872898
934,C656,0.38182086,0.8223408
935,C656,1.2236799,0.65187347
936,C656,1.9727657,0.769139
937,C656,1.9613507,0.52511555
938,C656,1.5930332,0.5939848
939,C656,0.82751566,0.76612866
940,C656,1.3445146,0.06709647
941,C656,1.7825933,0.18029268
942,C656,1.2613676,0.5944693
943,C656,2.5183418,-0.4180398
944,C656,1.7903548,0.72397876
945,C656,1.597334,0.64524215
946,C656,2.9694803,-0.008791063
947,C656,2.8813615,-0.8952028
948,C656,1.4603657,0.7229429
949,C656,4.3556833,-1.019259
950,C656,2.1637325,0.08940138
951,C656,2.5074117,0.39222774
952,C656,3.3038306,-0.19848892
953,C656,2.4746099,-0.14810677
954,C656,1.1774392,0.96970916
955,C656,0.6206816,0.9226833
956,C656,1.6660277,0.9172077
957,C656,0.34033334,0.9208229
958,C656,0.6866963,1.0443237
959,C656,1.6785777,0.30826396
960,C656,3.6351247,-1.0396588
961,C656,1.8630348,0.42590603
962,C656,0.51313376,0.84993786
963,C656,2.0993154,0.27693743
964,C656,1.8601973,0.13976012
965,C656,0.61040354,0.93318206
966,C656,1.2253739,1.0308318
967,C656,1.151762,0.70065194
968,C656,1.2286375,1.3138876
969,C656,1.722894,0.2684395
970,C656,1.1382734,0.78223705
971,C656,2.2413514,0.39953706
972,C656,1.3951476,0.79705775
973,C656,3.7749548,-0.26951602
974,C656,1.6681852,0.6794665
975,C656,1.7285858,0.48022953
976,C656,2.0436182,0.067360334
977,C656,3.206761,-0.41527808
978,C656,2.055808,-0.12563302
979,C656,2.4916923,0.4119477
980,C656,2.6253815,0.5459562
981,C656,1.9640324,0.35280213
982,C656,2.0998123,0.44190285
983,C656,2.3663256,-0.576777
984,C656,2.5243185,0.36957142
985,C656,1.9016845,0.66525704
986,C656,1.4125788,0.69785666
987,C656,1.0913022,0.62938327
988,C656,0.5620246,0.81394666
989,C656,0.48740497,0.9116658
990,C656,1.9118149,0.12285422
991,C656,1.2917849,0.7135683
992,C656,1.4672856,0.6785064
993,C656,0.37056872,0.9160474
994,C656,1.1252178,0.69470066
995,C656,0.84378386,0.9163919
996,C656,0.681621,0.8960141
997,C656,1.475347,0.42610627
998,C656,2.2303796,0.21678314
999,C656,0.69604445,0.93166935
1000,C656,1.5072464,0.29605836
1001,C656,1.8817961,0.59407157
1002,C656,1.9149208,0.5243193
1003,C656,1.5903375,0.78167987
1004,C656,2.6723363,0.078637585
1005,C656,0.6093908,0.8182978
1006,C656,1.4740689,0.6447256
1007,C656,0.4103665,1.0765014
1008,C656,1.912266,0.1785105
1009,C656,0.8642414,1.3807325
1010,C656,2.807884,0.16858163
1011,C656,3.3098652,0.17107746
1012,C656,2.2233539,0.009202458
1013,C656,1.392288,0.323303
1014,C656,2.9535718,-0.25329766
1015,C656,1.2289736,0.38617295
1016,C656,2.4342957,0.11931214
1017,C656,2.9181197,0.59928447
1018,C656,2.1381059,0.29129463
1019,C656,2.6046736,0.29579666
1020,C656,1.6798035,0.30453894
1021,C656,3.6033125,-0.8069643
1022,C656,3.6094549,-1.1364646
1023,C656,1.7720836,0.71740085
1024,C656,1.3306199,1.4405813
1025,C656,2.2278812,0.4806731
1026,C656,2.912916,0.32976767
1027,C656,1.285781,1.0542845
1028,C656,2.0088696,0.34468564
1029,C656,2.4784448,0.50644684
1030,C656,2.7388725,-0.38848752
1031,C656,2.726682,-0.25903392
1032,C656,1.4554752,0.62251025
1033,C656,3.4546752,-1.0242894
1034,C656,3.579532,-0.2679314
1035,C656,3.3097215,-0.30591238
1036,C656,0.8049707,0.6505465
1037,C656,1.2741876,0.77213484
1038,C656,1.8015238,0.39635125
1039,C656,0.9341679,0.91400045
1040,C656,1.1640518,0.724012
1041,C656,2.070412,0.32581228
1042,C656,0.9995643,0.7973474
1043,C656,1.3722212,0.5315095
1044,C656,1.6765655,0.8461497
1045,C656,2.9244864,-0.09594741
1046,C656,1.4701585,1.2697035
1047,C656,1.9318744,0.1852464
1048,C656,1.5121584,0.6975092
1049,C656,1.1034609,0.7483843
1050,C656,1.4505737,0.47958577
1051,C656,2.0789452,0.5587624
1052,C656,1.954634,0.460398
1053,C656,1.7462195,0.03155999
1054,C656,2.1137917,0.41158506
1055,C656,2.7629852,0.11524583
1056,C656,2.7230752,0.39365926
1057,C656,3.2461667,-0.44369176
1058,C656,0.8870777,0.74905914
1059,C656,0.5532022,0.7462729
1060,C656,2.7484946,0.44982892
1061,C656,0.7949159,0.9326873
1062,C656,0.7825674,0.9465196
1063,C656,2.1610806,0.37492815
1064,C656,2.3580472,0.48703182
1065,C656,0.4422205,0.8630693
1066,C656,1.486487,0.14916638
1067,C656,1.5895019,0.57678425
1068,C656,2.6693845,0.36524838
1069,C656,2.5891187,0.42007753
1070,C656,1.5765938,0.6979246
1071,C656,1.6401426,0.25656715
1072,C656,2.7328277,0.07247406
1073,C656,2.2269938,0.84329593
1074,C656,2.4339828,0.180726
1075,C656,2.6594827,-0.12575018
1076,C656,3.0432255,-0.86779165
1077,C656,2.4151058,-0.061972447
1078,C656,1.4518223,0.55615246
1079,C656,3.0975766,-0.4494236
1080,C656,3.297653,0.24760318
1081,C656,2.796993,0.41244042
1082,C656,1.2843599,0.6876321
1083,C656,2.5249236,0.23543234
1084,C656,1.7913505,0.6396017
1085,C656,1.4974569,0.5811412
1086,C656,3.079138,-0.57086366
1087,C656,1.9147414,0.5819835
1088,C656,4.3715043,-1.3849175
1089,C656,3.1205413,0.19108655
1090,C656,0.54083425,0.79095596
1091,C656,1.664174,0.6618926
1092,C656,1.7969712,0.63571846
1093,C656,0.6573226,0.9947
1094,C656,1.103333,1.2489644
1095,C656,2.275091,0.3291452
1096,C656,1.7477012,1.1559787
1097,C656,2.1354337,0.5338862
1098,C656,1.6391648,0.73588103
1099,C656,3.2528868,-0.071496144
1100,C656,1.4485617,0.5117674
1101,C656,2.0627477,0.11283234
1102,C656,1.7478638,0.46797362
1103,C656,1.9463501,0.019423287
1104,C656,2.2978659,0.8550027
1105,C656,1.0484184,1.053722
1106,C656,2.189444,0.056100912
1107,C656,2.027029,0.51958025
1108,C656,3.3311648,-0.58338934
1109,C656,4.15743,-1.2899774
1110,C656,0.8518434,1.0622147
1111,C656,0.86510104,0.66725177
1112,C656,3.4707458,0.29492843
1113,E245,-1.3600264,-3.6333528
1114,E245,-0.20738739,-1.282895
1115,E245,0.1296853,-1.6572908
1116,E245,-1.3514,-1.4672325
1117,E245,-1.5364575,-1.7876781
1118,E245,-0.076680265,-1.75548
1119,E245,-0.5683142,-2.1908803
1120,E245,0.044887967,-3.1688294
1121,E245,-0.074527495,-3.4327588
1122,E245,-1.2148348,-2.76352
1123,E245,-0.6846298,-3.4931748
1124,E245,-0.93903804,-1.312145
1125,E245,-0.9491031,-0.7958857
1126,E245,0.0006922446,-0.66156083
1127,E245,0.2904742,-2.5653248
1128,E245,-1.161512,-1.0964259
1129,E245,-0.7836702,-1.3226336
1130,E245,0.46379542,-2.1876254
1131,E245,-1.3470527,-1.617975
1132,E245,0.032051507,-0.845738
1133,E245,0.20985268,-3.1159503
1134,E245,0.29788014,-1.4377365
1135,E245,0.42116985,-2.9487846
1136,E245,-1.2497361,-4.148957
1137,E245,-0.92079175,-4.7771606
1138,E245,-0.9399859,-3.229552
1139,E245,-1.0403842,-1.7986166
1140,E245,0.4109181,-0.983992
1141,E245,-1.22777,-1.6862743
1142,E245,-0.120321386,-8.590341
1143,E245,-0.7073404,-2.142853
1144,E245,0.33581626,-5.4644704
1145,E245,-0.6662141,-2.063379
1146,E245,-0.05231222,-2.8427064
1147,E245,0.66771835,-1.4325231
1148,E245,-0.47368893,-2.0068662
1149,E245,-0.3946966,-0.25922787
1150,E245,-0.61590487,-2.3051715
1151,E245,-0.8588324,-1.5157403
1152,E245,-1.834124,0.58419955
1153,E245,-1.3636591,-1.8368199
1154,E245,-0.795275,-2.6973436
1155,E245,-1.148307,-2.6988118
1156,E245,-0.16987692,-2.7291827
1157,E245,0.52793247,-3.7665834
1158,E245,-0.74808425,-4.1456966
1159,E245,-1.318525,-1.59996
1160,E245,-0.43135813,-2.9827502
1161,E245,-1.0253896,-3.42816
1162,E245,-1.106418,-3.328906
1163,E245,-0.7205746,-2.829377
1164,E245,-0.8341033,-1.7445953
1165,E245,-1.012342,-0.99766237
1166,E245,-0.71321756,-2.3628638
1167,E245,-0.9654621,-3.0170739
1168,E245,-1.041228,-1.4233192
1169,E245,-1.5075328,-1.5523376
1170,E245,0.32047874,-3.094741
1171,E245,-0.9778555,-4.086355
1172,E245,-1.0673275,-2.4102004
1173,E245,-0.79218453,-2.092931
1174,E245,-0.25612646,-2.4914942
1175,E245,0.05799301,-0.4885787
1176,E245,0.47192937,-2.3751938
1177,E245,-0.71409804,-3.7746425
1178,E245,-0.30315095,-2.7542906
1179,E245,-0.1235605,-2.0787091
1180,E245,-0.210245,-1.2506162
1181,E245,-0.40890706,-1.5611078
1182,E245,-0.3430214,-1.3591738
1183,E245,-1.1153162,-2.7825744
1184,E245,-0.96221775,-2.5321996
1185,E245,-0.96910226,-3.2137477
1186,E245,-0.86110085,-2.897396
1187,E245,-1.0917593,-3.9425414
1188,E245,-1.1132613,-1.90299
1189,E245,-0.07896977,-1.2404673
1190,E245,-1.0382888,-3.8138616
1191,E245,-1.5155874,-2.058848
1192,E245,-0.026183367,-1.6873515
1193,E245,-0.06845025,-1.7848387
1194,E245,-0.3539921,0.3101393
1195,E245,0.5611357,-1.7666644
1196,E245,-0.46849775,-0.95167625
1197,E245,0.10729613,-1.0201669
1198,E245,-0.12459485,-2.326479
1199,E245,-0.83593214,-2.857845
1200,E245,-0.82551694,-2.9955955
1201,E245,-0.37508652,-3.24693
1202,E245,-0.59988433,-3.3563504
1203,E245,-0.3685256,-3.7138338
1204,E245,-1.5003972,-1.6572547
1205,E245,-1.1845275,-4.185729
1206,E245,-0.99367887,-2.4357288
1207,E245,-0.6864273,-1.457505
1208,E245,-1.73913,-3.039609
1209,E245,-2.0600498,-2.4131434
1210,E245,0.85902995,-1.8586322
1211,E245,0.20534661,-0.4285137
1212,E245,-0.6473411,-1.2264321
1213,E245,-0.71727246,-1.8818256
1214,E245,-0.4966274,-0.6072327
1215,E245,0.12645379,-0.59107584
1216,E245,-1.9315957,-6.3012614
1217,E245,-0.92498577,-2.4409606
1218,E245,-0.19030459,-0.6623336
1219,E245,-1.407487,-1.8704534
1220,E245,-1.6385078,-3.8110967
1221,E245,0.14088103,-2.6089718
1222,E245,-0.070171595,-1.2142581
1223,E245,-1.4227084,-3.4303327
1224,E245,-0.663428,-0.21033035
1225,E245,0.33136323,-1.974786
1226,E245,0.16626242,-1.6353269
1227,E245,-0.25592652,-1.726274
1228,E245,-0.4750172,-2.4061234
1229,E245,-0.1387201,-1.7264775
1230,E245,-1.3678198,-1.5946455
1231,E245,-0.42882106,-2.762674
1232,E245,-0.8510373,-3.1716144
1233,E245,-0.9642196,-2.6968212
1234,E245,0.21346363,-1.112138
1235,E245,-0.031658616,-2.6681392
1236,E245,-1.1776322,-1.1350625
1237,E245,-0.41432604,-0.383284
1238,E245,-0.16720879,2.2746556
1239,E245,0.025735993,-2.098756
1240,E245,-1.2953862,-1.8082802
1241,E245,-0.22560799,-1.5058218
1242,E245,-1.0694382,-3.0467412
1243,E245,-1.0596036,-7.5253
1244,E245,-0.72863317,-2.5892518
1245,E245,0.33501232,-1.5580398
1246,E245,-1.2791729,-2.369203
1247,E245,0.5524162,-3.4259837
1248,E245,-0.498129,-2.7051432
1249,E245,0.2955901,-3.2379189
1250,E245,-0.24615099,-0.2673653
1251,E245,-0.13251962,-1.5856309
1252,E245,0.14531417,-1.3273829
1253,E245,-0.81820893,-2.1456282
1254,E245,-0.80158633,-0.7297323
1255,E245,0.4227677,-0.50400317
1256,E612,-1.2622494,-3.327779
1257,E612,-0.13416325,-1.0870184
1258,E612,-0.5986297,-0.68156433
1259,E612,-1.4019237,-6.3615985
1260,E612,-1.2062385,-1.1998259
1261,E612,-1.1258863,-3.115596
1262,E612,-0.2816509,-4.419949
1263,E612,-0.7615349,-5.443033
1264,E612,-1.0950689,-3.0277903
1265,E612,-1.1601632,-3.2718604
1266,E612,-0.548683,-2.536681
1267,E612,-1.0252961,-4.9386024
1268,E612,-0.91938806,-2.0455554
1269,E612,-0.74078315,-1.4450665
1270,E612,-0.21997598,-0.74127537
1271,E612,-1.5167277,-1.0775559
1272,E612,-0.7397998,-1.9021641
1273,E612,-1.0967816,-2.5032737
1274,E612,-1.7645209,-5.344631
1275,E612,-1.3394966,-3.9536967
1276,E612,-0.79901195,-3.829158
1277,E612,-0.491797,-0.5107737
1278,E612,-0.7092407,-1.9029129
1279,E612,-1.5891869,-4.8384547
1280,E612,-1.1729629,-0.7875987
1281,E612,-0.32117257,-1.4727259
1282,E612,-1.1465324,-1.3517392
1283,E612,-0.70924634,-0.9160827
1284,E612,-0.71052694,-1.1864682
1285,E612,-1.1561133,-3.1403472
1286,E612,-1.5424128,-4.151002
1287,E612,-1.0866339,-3.6399565
1288,E612,-0.6522952,-3.6941218
1289,E612,-1.6252462,-5.353348
1290,E612,-1.9883406,-5.9526787
1291,E612,-0.59984726,-0.68059367
1292,E612,-0.44535968,-1.8105145
1293,E612,-0.79674643,-4.0584126
1294,E612,-0.31721324,-0.3782533
1295,E612,-0.8148458,-1.7340354
1296,E612,-1.4070264,-4.73109
1297,E612,-0.9210129,-6.1894298
1298,E612,-1.0238392,-2.6145294
1299,E612,-1.505977,-3.1315956
1300,E612,-1.5492194,-5.5978537
1301,E612,-1.2066658,-3.1435497
1302,E612,-1.2651033,-3.781776
1303,E612,-0.85439885,-3.4324176
1304,E612,-0.73019594,-0.50801075
1305,E612,-0.9622096,-1.7855405
1306,E612,-0.8166805,-2.8136177
1307,E612,-0.6352409,-1.1656215
1308,E612,-1.1365595,-2.9496996
1309,E612,-1.0498711,-1.3576003
1310,E612,-1.0367506,-3.4799628
1311,E612,-0.86627597,-1.6096786
1312,E612,-0.82475615,-4.2365856
1313,E612,-1.1711463,-0.5080195
1314,E612,-0.84901744,-4.7314496
1315,E612,-1.26598,-3.8442683
1316,E612,-1.3809569,-2.2851822
1317,E612,-0.87374175,-1.4826791
1318,E612,-0.6322501,-0.49746382
1319,E612,-0.6385961,-0.4752206
1320,E612,-1.469661,-5.443641
1321,E612,-1.2155554,-2.4393003
1322,E612,-0.71147,-0.5993217
1323,E612,-1.0321409,-0.4932684
1324,E612,-0.47581023,-1.1823397
1325,E612,-0.5087571,-0.34141332
1326,E612,-0.805385,-1.7673786
1327,E612,-0.3971684,0.00053943973
1328,E612,0.16107109,-3.3513591
1329,E612,-0.9224791,-4.0292506
1330,E612,-0.8936258,-2.145338
1331,E612,-0.09696552,-0.30147672
1332,E612,-0.9723898,-1.9133053
1333,E612,-0.8794637,-1.8395091
1334,E612,-0.8851943,-2.3290982
1335,E612,-0.91602474,-4.716105
1336,E612,-1.0894432,-3.2433085
1337,E612,-1.4865582,-5.4123516
1338,E612,-0.5065498,-0.10497916
1339,E612,-0.6918941,-2.243993
1340,E612,-1.1507685,-1.73626
1341,E612,-0.07706308,-0.6450655
1342,E612,-1.8636535,-2.3943546
1343,E612,-1.144156,-3.5621114
1344,E612,-0.44332182,-0.7465645
1345,E612,-1.0807097,-3.5667531
1346,E612,-1.3043995,-1.2966067
1347,E612,0.48992953,-3.1986792
1348,E612,-1.3985938,-6.162921
1349,E612,-0.84761477,-3.7314317
1350,E612,-1.3680019,-4.1170774
1351,E612,-0.8991102,-1.895176
1352,E612,-1.0798197,-4.1379204
1353,E612,-0.69984514,-2.9367673
1354,E612,-0.7213471,-3.4270995
1355,E612,-1.1068622,-4.2092543
1356,E612,-0.009888853,-0.45030063
1357,E612,-1.0630047,-5.7420244
1358,E612,-1.1215967,-2.2370791
1359,E612,-0.88424397,-3.228647
1360,E612,-1.1494064,-5.159599
1361,E612,-1.2727633,-1.5495219
1362,E612,-1.3034836,-1.291364
1363,E612,-1.0764736,-2.160311
1364,E612,-0.7691685,-1.2762957
1365,E612,-1.4238781,-2.8269851
1366,E612,-0.8964499,-2.8115532
1367,E612,-0.52089596,-1.4301825
1368,E612,-0.49666286,-2.1527355
1369,E612,-0.38619533,-0.832171
1370,E612,-0.51449084,-0.67271286
1371,E612,-1.3039837,-1.282787
1372,E612,-0.48743334,-1.9464636
1373,E612,-1.0076205,-1.7664059
1374,E612,-0.8802232,-3.435966
1375,E612,-0.60284835,-2.0522022
1376,E612,-1.1236515,-5.5095887
1377,E612,-0.8725088,-2.4140704
1378,E612,-0.9747725,-3.3066752
1379,E612,-0.9178765,-2.8221924
1380,E612,-0.9116478,-2.3603535
1381,E612,-0.42805314,-4.070738
1382,E612,-1.5382357,-3.3739696
1383,E612,-0.20405477,-0.31562522
1384,E612,-1.0619848,-0.89673567
1385,E612,-1.3390081,-3.724735
1386,E612,-0.91456234,-1.7702272
1387,E612,-0.84582263,-1.2974164
1388,E612,-0.22930683,-1.2735792
1389,E612,-0.8745049,-5.677775
1390,E612,-0.24772671,-2.5053222
1391,E612,-2.227412,-7.00792
1392,E612,-0.93762416,-2.506396
1393,E612,-1.6640087,-3.642061
1394,E612,-1.82566,-4.250966
1395,E612,-1.7464108,-4.557103
1396,E612,-0.6578321,-2.6893334
1397,E612,-0.8253791,-2.644019
1398,E612,-0.6081875,-1.0465921
1399,E612,-0.8820454,-4.3508797
1400,E612,-0.6495307,-0.24663648
1401,E612,-0.47810888,-2.1612165
1402,E612,-0.062656485,-1.397908
1403,E612,-1.2452198,-3.1272113
1404,E612,-1.00045,-4.244866
1405,E612,-0.78048223,-10.1258545
1406,E612,-0.81910604,-3.062016
1407,E612,-1.1597985,-1.5439848
1408,E612,1.273501,-8.341021
1409,E612,1.8815614,-10.426681
1410,E612,-1.4800774,-2.6399415
1411,E612,-0.2777843,-4.203345
1412,E612,3.4021466,-2.864648
1413,E612,2.8736587,-2.5571408
1414,E612,1.018359,-2.1982472
1415,I304,-1.6263655,-2.2476323
1416,I304,-1.172836,-1.1899588
1417,I304,-0.15447119,-0.38595116
1418,I304,-0.12995605,0.2705357
1419,I304,-0.5625199,-0.88721794
1420,I304,-0.9467836,-1.491064
1421,I304,-1.377826,-1.294732
1422,I304,-0.70223606,-1.3092674
1423,I304,-0.5728422,-0.79573905
1424,I304,-0.15566666,-0.48319462
1425,I304,-1.1642164,-1.6970094
1426,I304,0.47881967,-2.0330663
1427,I304,-0.12299307,-0.9246256
1428,I304,-0.26062453,-0.47456038
1429,I304,-1.38994,-1.8441495
1430,I304,-1.5615536,-1.4190363
1431,I304,-0.8733768,-1.967272
1432,I304,-1.0696851,-0.5435286
1433,I304,-0.64223635,-1.2955283
1434,I304,-0.78125054,2.2626793
1435,I304,-0.31390375,-0.03715502
1436,I304,-1.0124826,-1.3902746
1437,I304,-1.5674796,-2.5296504
1438,I304,-0.067334294,-0.27646953
1439,I304,-0.8144105,-2.5568907
1440,I304,-1.288228,-0.6915187
1441,I304,0.34527656,-1.1809493
1442,I304,0.32213172,-0.8756802
1443,I304,0.33825016,-0.6947003
1444,I304,0.1550892,-1.958646
1445,I304,-0.5979193,0.5186833
1446,I304,0.33471093,-1.0363016
1447,I304,-0.5958505,-0.7284152
1448,I304,-1.5325233,-0.88188195
1449,I304,-0.3971776,2.5668936
1450,I304,-0.16872597,-3.0340695
1451,I304,-0.017277163,-1.6496298
1452,I304,-0.15383612,0.32103837
1453,I304,-0.36215192,-0.3791774
1454,I304,-1.7317187,-0.6803016
1455,I304,-0.9635134,1.7484696
1456,I304,-1.1676863,-0.6359162
1457,I304,-0.11780013,0.041203976
1458,I304,-1.4259266,-1.0765903
1459,I304,-0.48741952,-0.7386112
1460,I304,-1.5656908,-1.9789486
1461,I304,-0.39779705,-1.4902476
1462,I304,0.18538243,-1.919017
1463,I304,0.10040464,-0.45633823
1464,I304,-1.458697,-0.51186204
1465,I304,-0.68137693,2.4244568
1466,I304,0.08433264,0.40748766
1467,I304,-0.09151176,-1.0628057
1468,I304,0.14700352,-0.89036435
1469,I304,-2.3772652,3.1598976
1470,I304,0.2437657,-1.063131
1471,I304,0.5373609,-1.4540023
1472,I304,0.19624783,-1.2145724
1473,I304,0.21482617,-1.1104863
1474,I304,-0.39186904,-1.7361207
1475,I304,-1.1414504,-2.1812093
1476,I304,-1.3334627,-2.1654491
1477,I304,-1.456677,0.17283255
1478,I304,-1.368042,-1.1532323
1479,I304,-0.2645073,0.3112398
1480,I304,-1.1133825,-0.8828066
1481,I304,-0.29978293,-0.6752257
1482,I304,-2.3452914,1.697229
1483,I304,0.15269618,-0.102743424
1484,I304,-0.36832494,0.19544974
1485,I304,-0.5316574,-1.249403
1486,I304,0.12881708,-4.179739
1487,I304,-1.4573917,-2.0651672
1488,I304,-1.1117185,-2.8365507
1489,I304,0.01604714,-0.60805315
1490,I304,0.34718853,-1.8506787
1491,I304,0.079083756,0.064772025
1492,I304,0.24355642,-0.5639209
1493,I304,-1.3795593,-1.5154488
1494,I304,-1.0833286,-0.95399886
1495,I304,-0.29823968,-0.59955466
1496,I304,0.011976246,-2.711777
1497,I304,0.17937896,-0.7849441
1498,I304,-0.2745575,-0.7428832
1499,I304,0.24472637,-2.1775122
1500,I304,-0.118919216,-0.37864196
1501,I304,-0.37541974,0.49306515
1502,I304,0.03939633,-0.55789536
1503,I304,-0.6504237,-0.4082075
1504,I304,-1.1046045,-1.5983256
1505,I304,-0.13369212,-0.100807086
1506,I304,-1.4827958,-1.838838
1507,I304,0.08468714,0.7290054
1508,I304,-0.48188427,-0.3187807
1509,I304,0.0702604,-2.0271595
1510,I304,-0.30194724,-2.129383
1511,I304,0.00449932,-0.9990988
1512,I304,-1.2508277,-2.955088
1513,I304,-1.4124864,-0.62405616
1514,I304,-0.07263866,-2.509628
1515,I304,-0.04775935,-0.9632576
1516,I304,-0.40278897,-0.74337035
1517,I304,-1.54791,-2.4431486
1518,I304,-0.79805326,-1.5378709
1519,I304,-1.6608447,0.4108083
1520,I304,0.06532387,-0.45874745
1521,I304,-1.5034711,-0.32944456
1522,I304,-0.13936393,0.4525408
1523,I304,-0.54807603,-1.7218621
1524,I304,-2.363296,-3.4742894
1525,I304,-1.2870091,-0.9509414
1526,I304,-1.7507442,-2.3920102
1527,I304,-1.1633712,-1.2991269
1528,I304,-0.4099364,-1.3674399
1529,I304,-0.23886797,-0.23012814
1530,I304,-1.0039445,-0.65836406
1531,I304,-0.3273194,-0.1283357
1532,I304,-1.7825731,-1.3745619
1533,I304,0.28264338,-0.46884707
1534,I304,0.036496367,0.0014980268
1535,I304,-0.12496182,-0.030319802
1536,I304,-0.53970796,-1.2077087
1537,I304,0.3641777,-0.6108881
1538,I304,-1.0671364,-0.7168642
1539,I304,-0.26298073,-0.5774469
1540,I304,-0.09957983,0.6097082
1541,I304,-0.45710424,-2.5090911
1542,I304,-0.044840124,0.03926601
1543,I304,-0.09401928,-0.066948004
1544,I304,-1.033965,-1.4223375
1545,I304,-1.0893735,-0.58185536
1546,I304,-0.21850188,-0.611639
1547,I304,-0.34343925,-1.4989738
1548,I304,-0.23102772,-0.09874856
